sheetName,cellRef,fieldName,javaType,excelFormat
"SECONDARY_ACCOUNTS_2c","C2","secondary_accounts_2c_r2c3","java.lang.Double","General"
"SECONDARY_ACCOUNTS_2c","C3","contents_b59","java.lang.Double","General"
"SECONDARY_ACCOUNTS_2c","C4","contents_e_3","java.lang.Double","General"
"SECONDARY_ACCOUNTS_2c","C6","contents_e_4","java.lang.Double","General"
"SECONDARY_ACCOUNTS_2c","D13","bank_name","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","E13","bank_name_2","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","F13","bank_name_3","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","G13","bank_name_4","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","D14","account_number","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","E14","account_number_2","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","F14","account_number_3","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","G14","account_number_4","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","D15","bank_s_signature_req","java.lang.String","0"
"SECONDARY_ACCOUNTS_2c","E15","dual_signature","java.lang.String","0"
"SECONDARY_ACCOUNTS_2c","F15","dual_signature_2","java.lang.String","0"
"SECONDARY_ACCOUNTS_2c","G15","dual_signature_3","java.lang.String","0"
"SECONDARY_ACCOUNTS_2c","D16","dual_signature_account_type","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","E16","dual_signature_account_type_2","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","F16","dual_signature_account_type_3","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","G16","dual_signature_account_type_4","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","D17","dual_signature_interest_bearing","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","E17","dual_signature_interest_bearing_2","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","F17","dual_signature_interest_bearing_3","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","G17","dual_signature_interest_bearing_4","java.lang.String","@"
"SECONDARY_ACCOUNTS_2c","D18","dual_signature_statement_end_date","java.lang.String","m/d/yy"
"SECONDARY_ACCOUNTS_2c","E18","dual_signature_statement_end_date_2","java.lang.String","m/d/yy"
"SECONDARY_ACCOUNTS_2c","F18","dual_signature_statement_end_date_3","java.lang.String","m/d/yy"
"SECONDARY_ACCOUNTS_2c","G18","dual_signature_statement_end_date_4","java.lang.String","m/d/yy"
"SECONDARY_ACCOUNTS_2c","D19","dual_signature_a_statement_ending_balance","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","E19","dual_signature_a_statement_ending_balance_2","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","F19","dual_signature_a_statement_ending_balance_3","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","G19","dual_signature_a_statement_ending_balance_4","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","I19","a","java.lang.Double","General"
"SECONDARY_ACCOUNTS_2c","D20","dual_signature_b_total_deposits_not_credited","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","E20","dual_signature_b_total_deposits_not_credited_2","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","F20","dual_signature_b_total_deposits_not_credited_3","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","G20","dual_signature_b_total_deposits_not_credited_4","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","D21","dual_signature_c_total_withdrawals_not_cleared","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","E21","dual_signature_c_total_withdrawals_not_cleared_2","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","F21","dual_signature_c_total_withdrawals_not_cleared_3","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","G21","dual_signature_c_total_withdrawals_not_cleared_4","java.lang.String","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","D22","dual_signature_non_interest_bearing_adjusted_bank_balance_a_b_c","java.lang.Double","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","E22","dual_signature_if_and_d_17_yes_d_18_d_19_0_d_19_d_20_d_21_0","java.lang.Double","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","F22","dual_signature_if_and_e_17_yes_e_18_e_19_0_e_19_e_20_e_21_0","java.lang.Double","#,##0.00_);(#,##0.00)"
"SECONDARY_ACCOUNTS_2c","G22","dual_signature_if_and_f_17_yes_f_18_f_19_0_f_19_f_20_f_21_0","java.lang.Double","#,##0.00_);(#,##0.00)"
